"site_id","date","watt_min","watt_max","watt_avg","watt_hours","watt_hours_expected","site","address","latitude","longitude","department","YearMonth"
3764455,2020-05-01,NA,18930,6123,146717,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-05"
3764455,2020-05-02,NA,23263,5583,131551,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-05"
3764455,2020-05-03,NA,17217,2004,48766,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-05"
3764455,2020-05-04,NA,19688,4829,116651,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-05"
3764455,2020-05-05,NA,6366,1255,30904,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-05"
3764455,2020-05-06,NA,20227,6308,151947,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-05"
3764455,2020-05-07,NA,23642,5254,126740,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-05"
3764455,2020-05-08,NA,24147,4065,95784,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-05"
3764455,2020-05-09,NA,19391,6413,153192,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-05"
3764455,2020-05-10,NA,26339,4343,102288,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-05"
3764455,2020-05-11,NA,12578,2552,61671,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-05"
3764455,2020-05-12,NA,21519,4458,106429,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-05"
3764455,2020-05-13,NA,7078,1650,40079,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-05"
3764455,2020-05-14,NA,21649,4605,110892,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-05"
3764455,2020-05-15,NA,20398,2915,70289,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-05"
3764455,2020-05-16,NA,21641,4925,119826,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-05"
3764455,2020-05-17,NA,13683,2033,48911,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-05"
3764455,2020-05-18,NA,23843,2353,58748,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-05"
3764455,2020-05-19,NA,23008,2527,60146,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-05"
3764455,2020-05-20,NA,5304,1095,27383,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-05"
3764455,2020-05-21,NA,11802,1896,45856,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-05"
3764455,2020-05-22,NA,25131,4157,102749,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-05"
3764455,2020-05-23,NA,20263,4246,102022,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-05"
3764455,2020-05-24,NA,19125,4427,103991,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-05"
3764455,2020-05-25,NA,20918,4947,122218,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-05"
3764455,2020-05-26,NA,22027,4247,101605,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-05"
3764455,2020-05-27,NA,18795,3755,92564,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-05"
3764455,2020-05-28,NA,22623,4728,113658,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-05"
3764455,2020-05-29,NA,22724,3427,80241,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-05"
3764455,2020-05-30,NA,23059,5925,139497,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-05"
3764455,2020-05-31,NA,18784,6295,151658,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-05"
3764456,2020-05-01,NA,24681,7756,185908,NA,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2020-05"
3764456,2020-05-02,NA,26148,6986,166141,NA,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2020-05"
3764456,2020-05-03,NA,16520,1971,46993,NA,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2020-05"
3764456,2020-05-04,NA,26869,6272,149705,NA,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2020-05"
3764456,2020-05-05,NA,7018,1537,36766,NA,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2020-05"
3764456,2020-05-06,NA,25061,7989,192975,NA,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2020-05"
3764456,2020-05-07,NA,26970,6315,144523,NA,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2020-05"
3764456,2020-05-08,NA,26546,5136,117666,NA,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2020-05"
