"site_id","date","watt_min","watt_max","watt_avg","watt_hours","watt_hours_expected","site","address","latitude","longitude","department","YearMonth"
3764455,2020-03-01,NA,15165,3536,84718,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-03"
3764455,2020-03-02,NA,3165,351,9732,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-03"
3764455,2020-03-03,NA,18791,4201,100454,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-03"
3764455,2020-03-04,NA,17099,3704,90072,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-03"
3764455,2020-03-05,NA,18366,4154,99842,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-03"
3764455,2020-03-06,NA,5238,795,19996,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-03"
3764455,2020-03-07,NA,17053,4585,110035,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-03"
3764455,2020-03-08,NA,17166,4545,108756,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-03"
3764455,2020-03-09,NA,11888,1978,47042,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-03"
3764455,2020-03-10,NA,4639,618,15733,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-03"
3764455,2020-03-11,NA,7668,1047,25153,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-03"
3764455,2020-03-12,NA,14913,1929,45597,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-03"
3764455,2020-03-13,NA,14801,3879,93153,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-03"
3764455,2020-03-14,NA,6179,633,16038,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-03"
3764455,2020-03-15,NA,24178,3188,77424,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-03"
3764455,2020-03-16,NA,12322,1603,38124,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-03"
3764455,2020-03-17,NA,21637,3473,86527,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-03"
3764455,2020-03-18,NA,4178,537,13537,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-03"
3764455,2020-03-19,NA,3480,315,8466,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-03"
3764455,2020-03-20,NA,14059,1542,38003,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-03"
3764455,2020-03-21,NA,10578,1857,44735,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-03"
3764455,2020-03-22,NA,10940,1460,35161,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-03"
3764455,2020-03-23,NA,25994,3939,93682,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-03"
3764455,2020-03-24,NA,10215,1694,40413,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-03"
3764455,2020-03-25,NA,17775,4854,115867,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-03"
3764455,2020-03-26,NA,14417,2370,58142,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-03"
3764455,2020-03-27,NA,19926,2727,65236,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-03"
3764455,2020-03-28,NA,7087,1235,30626,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-03"
3764455,2020-03-29,NA,23302,4367,99807,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-03"
3764455,2020-03-30,NA,18786,5034,123424,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-03"
3764455,2020-03-31,NA,18647,2177,52624,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-03"
3764456,2020-03-01,NA,22974,5195,124152,NA,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2020-03"
3764456,2020-03-02,NA,3636,417,10117,NA,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2020-03"
3764456,2020-03-03,NA,26567,5893,144244,NA,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2020-03"
3764456,2020-03-04,NA,25362,5583,133536,NA,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2020-03"
3764456,2020-03-05,NA,26448,6436,153713,NA,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2020-03"
3764456,2020-03-06,NA,8473,1281,30673,NA,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2020-03"
3764456,2020-03-07,NA,25238,7122,170532,NA,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2020-03"
3764456,2020-03-08,NA,25182,6932,166277,NA,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2020-03"
