"site_id","date","watt_min","watt_max","watt_avg","watt_hours","watt_hours_expected","site","address","latitude","longitude","department","YearMonth"
3764455,2018-10-01,NA,17360,3829,90825,55516,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-10"
3764455,2018-10-02,NA,21203,3296,79307,55516,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-10"
3764455,2018-10-03,NA,18783,3513,86348,55516,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-10"
3764455,2018-10-04,NA,10029,921,22276,55516,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-10"
3764455,2018-10-05,NA,17068,2623,62422,55516,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-10"
3764455,2018-10-06,NA,17522,3274,81442,55516,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-10"
3764455,2018-10-07,NA,16469,3714,89086,55516,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-10"
3764455,2018-10-08,NA,16940,3444,83035,55516,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-10"
3764455,2018-10-09,NA,17060,2754,66348,55516,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-10"
3764455,2018-10-10,NA,7245,853,20646,55516,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-10"
3764455,2018-10-11,NA,21996,3149,77514,55516,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-10"
3764455,2018-10-12,NA,16713,2114,51480,55516,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-10"
3764455,2018-10-13,NA,17889,3545,84809,55516,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-10"
3764455,2018-10-14,NA,5166,806,19743,55516,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-10"
3764455,2018-10-15,NA,9072,984,23799,55516,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-10"
3764455,2018-10-16,NA,16247,2791,67862,55516,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-10"
3764455,2018-10-17,NA,16038,4020,96448,55516,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-10"
3764455,2018-10-18,NA,15635,3966,95130,55516,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-10"
3764455,2018-10-19,NA,14053,1327,31637,55516,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-10"
3764455,2018-10-20,NA,17775,3559,86476,55516,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-10"
3764455,2018-10-21,NA,15538,3911,93684,55516,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-10"
3764455,2018-10-22,NA,14754,3646,87345,55516,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-10"
3764455,2018-10-23,NA,15098,3726,89454,55516,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-10"
3764455,2018-10-24,NA,15229,3311,71762,55516,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-10"
3764455,2018-10-25,NA,19820,2163,52485,55516,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-10"
3764455,2018-10-26,NA,2267,265,8185,55516,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-10"
3764455,2018-10-27,NA,18541,2254,55776,55516,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-10"
3764455,2018-10-28,NA,17728,2736,66529,55516,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-10"
3764455,2018-10-29,NA,14206,3450,82829,55516,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-10"
3764455,2018-10-30,NA,13972,2403,57900,55516,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-10"
3764455,2018-10-31,NA,2609,89,4509,55516,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-10"
3764456,2018-10-01,NA,25405,5211,125540,85742,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-10"
3764456,2018-10-02,NA,27102,4779,112957,85742,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-10"
3764456,2018-10-03,NA,20854,1682,30494,85742,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-10"
3764456,2018-10-04,NA,11863,1079,25406,85742,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-10"
3764456,2018-10-05,NA,25140,3982,95783,85742,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-10"
3764456,2018-10-06,NA,24016,5311,124510,85742,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-10"
3764456,2018-10-07,NA,23209,5895,140093,85742,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-10"
3764456,2018-10-08,NA,24512,5155,125224,85742,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-10"
3764456,2018-10-09,NA,25099,4750,115065,85742,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-10"
3764456,2018-10-10,NA,11101,1077,25670,85742,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-10"
3764456,2018-10-11,NA,27218,4877,115461,85742,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-10"
3764456,2018-10-12,NA,24054,2908,70334,85742,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-10"
3764456,2018-10-13,NA,24672,5312,126980,85742,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-10"
3764456,2018-10-14,NA,5473,943,22318,85742,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-10"
3764456,2018-10-15,NA,8333,1137,27102,85742,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-10"
3764456,2018-10-16,NA,25346,3944,96529,85742,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-10"
3764456,2018-10-17,NA,24406,6569,157302,85742,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-10"
3764456,2018-10-18,NA,23987,6522,155940,85742,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-10"
3764456,2018-10-19,NA,14719,1742,41381,85742,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-10"
3764456,2018-10-20,NA,25638,5813,141981,85742,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-10"
3764456,2018-10-21,NA,24194,6608,158188,85742,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-10"
3764456,2018-10-22,NA,23043,6176,147900,85742,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-10"
3764456,2018-10-23,NA,23312,6317,151215,85742,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-10"
