"site_id","date","watt_min","watt_max","watt_avg","watt_hours","watt_hours_expected","site","address","latitude","longitude","department","YearMonth"
3764455,2019-02-01,NA,14580,1662,39789,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2019-02"
3764455,2019-02-02,NA,3,-6,-186,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2019-02"
3764455,2019-02-03,NA,13537,3154,75806,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2019-02"
3764455,2019-02-04,NA,1806,77,2554,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2019-02"
3764455,2019-02-05,NA,4800,715,17231,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2019-02"
3764455,2019-02-06,NA,5447,663,16115,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2019-02"
3764455,2019-02-07,NA,1505,37,1956,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2019-02"
3764455,2019-02-08,NA,21222,3454,80283,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2019-02"
3764455,2019-02-09,NA,15940,3777,90823,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2019-02"
3764455,2019-02-10,NA,1224,97,4605,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2019-02"
3764455,2019-02-11,NA,4445,439,11525,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2019-02"
3764455,2019-02-12,NA,5566,443,11623,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2019-02"
3764455,2019-02-13,NA,15942,3378,80899,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2019-02"
3764455,2019-02-14,NA,36,-6,-153,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2019-02"
3764455,2019-02-15,NA,3,-6,-192,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2019-02"
3764455,2019-02-16,NA,16322,3872,92886,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2019-02"
3764455,2019-02-17,NA,3285,512,12588,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2019-02"
3764455,2019-02-18,NA,7424,829,19795,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2019-02"
3764455,2019-02-19,NA,13832,2341,55849,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2019-02"
3764455,2019-02-20,NA,4800,465,12073,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2019-02"
3764455,2019-02-21,NA,16175,3249,78534,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2019-02"
3764455,2019-02-22,NA,8443,1087,25957,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2019-02"
3764455,2019-02-23,NA,4991,627,15225,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2019-02"
3764455,2019-02-24,NA,18969,2730,66720,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2019-02"
3764455,2019-02-25,NA,16886,2999,72104,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2019-02"
3764455,2019-02-26,NA,16261,3896,92600,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2019-02"
3764455,2019-02-27,NA,9777,1366,32452,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2019-02"
3764455,2019-02-28,NA,328,-2,288,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2019-02"
