"site_id","date","watt_min","watt_max","watt_avg","watt_hours","watt_hours_expected","site","address","latitude","longitude","department","YearMonth"
3764455,2020-01-01,NA,11112,2159,51879,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-01"
3764455,2020-01-02,NA,6613,579,14701,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-01"
3764455,2020-01-03,NA,2815,253,7020,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-01"
3764455,2020-01-04,NA,6301,462,11901,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-01"
3764455,2020-01-05,NA,11147,2136,51265,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-01"
3764455,2020-01-06,NA,11763,2221,53041,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-01"
3764455,2020-01-07,NA,12488,2202,52600,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-01"
3764455,2020-01-08,NA,11386,2325,55896,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-01"
3764455,2020-01-09,NA,9610,1441,34440,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-01"
3764455,2020-01-10,NA,2918,179,5806,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-01"
3764455,2020-01-11,NA,1284,65,3182,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-01"
3764455,2020-01-12,NA,2835,385,10345,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-01"
3764455,2020-01-13,NA,14842,1637,39434,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-01"
3764455,2020-01-14,NA,10888,982,24067,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-01"
3764455,2020-01-15,NA,5980,425,11402,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-01"
3764455,2020-01-16,NA,12304,2504,60679,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-01"
3764455,2020-01-17,NA,10572,1139,27063,NA,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2020-01"
