"site_id","date","watt_min","watt_max","watt_avg","watt_hours","watt_hours_expected","site","address","latitude","longitude","department","YearMonth"
3764455,2018-07-01,NA,19882,5726,142125,111226,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-07"
3764455,2018-07-02,NA,20505,4563,113018,111226,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-07"
3764455,2018-07-03,NA,21918,4353,103278,111226,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-07"
3764455,2018-07-04,NA,22157,5338,128579,111226,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-07"
3764455,2018-07-05,NA,20246,4137,98208,111226,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-07"
3764455,2018-07-06,NA,24184,5295,126450,111226,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-07"
3764455,2018-07-07,NA,19767,6653,159653,111226,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-07"
3764455,2018-07-08,NA,23408,6018,143333,111226,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-07"
3764455,2018-07-09,NA,20994,5169,125645,111226,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-07"
3764455,2018-07-10,NA,21374,5252,130961,111226,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-07"
3764455,2018-07-11,NA,19584,6052,144911,111226,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-07"
3764455,2018-07-12,NA,18644,5887,140744,111226,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-07"
3764455,2018-07-13,NA,18015,6023,144821,111226,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-07"
3764455,2018-07-14,NA,19003,5215,125716,111226,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-07"
3764455,2018-07-15,NA,24454,3067,71803,111226,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-07"
3764455,2018-07-16,NA,22660,3861,92912,111226,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-07"
3764455,2018-07-17,NA,18837,6138,147396,111226,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-07"
3764455,2018-07-18,NA,20069,6257,149939,111226,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-07"
3764455,2018-07-19,NA,22358,6002,145149,111226,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-07"
3764455,2018-07-20,NA,22375,4319,101978,111226,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-07"
3764455,2018-07-21,NA,24631,2566,62759,111226,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-07"
3764455,2018-07-22,NA,21657,2629,64985,111226,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-07"
3764455,2018-07-23,NA,23200,3981,95910,111226,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-07"
3764455,2018-07-24,NA,22289,5110,122285,111226,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-07"
3764455,2018-07-25,NA,20962,4720,112448,111226,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-07"
3764455,2018-07-26,NA,21836,4576,109382,111226,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-07"
3764455,2018-07-27,NA,21711,5860,141393,111226,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-07"
3764455,2018-07-28,NA,23470,5295,128832,111226,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-07"
3764455,2018-07-29,NA,17185,2902,69053,111226,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-07"
3764455,2018-07-30,NA,11321,1875,44898,111226,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-07"
3764455,2018-07-31,NA,17601,1729,42248,111226,"Banneker","930 West 7th Street",39.168883,-86.545038,"Bloomington Parks & Rec","2018-07"
3764456,2018-07-01,NA,24902,6569,161870,133194,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-07"
3764456,2018-07-02,NA,24935,5667,136147,133194,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-07"
3764456,2018-07-03,NA,24953,5282,124898,133194,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-07"
3764456,2018-07-04,NA,26972,6214,144953,133194,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-07"
3764456,2018-07-05,NA,23376,5459,131188,133194,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-07"
3764456,2018-07-06,NA,26907,6349,152753,133194,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-07"
3764456,2018-07-07,NA,24219,7958,191804,133194,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-07"
3764456,2018-07-08,NA,24272,7364,177185,133194,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-07"
3764456,2018-07-09,NA,26461,6839,162581,133194,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-07"
3764456,2018-07-10,NA,24879,7197,169136,133194,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-07"
3764456,2018-07-11,NA,22607,7145,171293,133194,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-07"
3764456,2018-07-12,NA,22389,7192,172167,133194,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-07"
3764456,2018-07-13,NA,22247,7387,177016,133194,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-07"
3764456,2018-07-14,NA,23377,6318,152632,133194,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-07"
3764456,2018-07-15,NA,26396,3611,86823,133194,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-07"
3764456,2018-07-16,NA,26204,4282,105914,133194,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-07"
3764456,2018-07-17,NA,22989,7428,178538,133194,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-07"
3764456,2018-07-18,NA,24505,7677,182254,133194,"Winslow JR.","2120 South Highland Avenue",39.140232,-86.516402,"Bloomington Parks & Rec","2018-07"
